vid	yid	start	end	raw-text	tokenized-text	gloss	split
TXyNxVRRPt8-00:00:55.233-00:01:01.466	TXyNxVRRPt8	00:00:55.233	00:01:01.466	We met with the people there and did a community forum just like the one we did in South Carolina.	we met with the people there and did a community forum just like the one we did in south carolina	Social then cl:group-to to deaf community forum_fs concern get-feel same, SC_fs same-here.	test
TXyNxVRRPt8-00:01:25.600-00:01:26.266	TXyNxVRRPt8	00:01:25.600	00:01:26.266	Thank you.	thank you	Thank you.	test
TXyNxVRRPt8-00:02:40.700-00:02:45.166	TXyNxVRRPt8	00:02:40.700	00:02:45.166	Most people do not realize that is a NAD program.	most people do not realize that is a nad program	Most people not realize 1+that NAD_fs program.	test
TXyNxVRRPt8-00:02:54.733-00:03:00.766	TXyNxVRRPt8	00:02:54.733	00:03:00.766	We are looking forward to Region III monthly meeting.	we are looking forward to region iii monthly meeting	Now 2-us (2h)look-forward will next [boa-] region 3 meeting month+++.	test
TXyNxVRRPt8-00:03:33.266-00:03:34.266	TXyNxVRRPt8	00:03:33.266	00:03:34.266	Thank you.	thank you	(2h)Thank you.	test
NGry3ZtyTyE-00:01:59.733-00:02:09.133	NGry3ZtyTyE	00:01:59.733	00:02:09.133	Second, suppose you were not satisfied with a response to a question they asked during the interview – go ahead and expand on that response.	second suppose you were not satisfied with a response to a question they asked during the interview go ahead and expand on that response	cl:2-of-2 if during interview question ask struggle later twiddle-think want expand answer grab-advantage.	test
xL8D3-QAg34-00:01:02.733-00:01:11.400	xL8D3-QAg34	00:01:02.733	00:01:11.400	The Annual Report is from April 1, 2013 to March 31, 2014 because that is our fiscal year.	the annual report is from april 1, 2013 to march 31, 2014 because that is our fiscal year	Understand that annual report from what? April_fs 1, 2013 to March_fs 31, 2014 if_fs I annual fiscal_fs year span.	test
bRdGsTt7J7c-00:00:16.233-00:00:21.600	bRdGsTt7J7c	00:00:16.233	00:00:21.600	I enjoy traveling around other countries and meeting other deaf people; I support CRPD.	i enjoy traveling around other countries and meeting other deaf people i support crpd	I enjoy travel-around other country meet++ deaf I support CRPD_fs.	test
bRdGsTt7J7c-00:00:29.366-00:00:38.200	bRdGsTt7J7c	00:00:29.366	00:00:38.200	I love ASL; I support CRPD.	i love asl i support crpd	I love ASL_fs. I support CRPD_fs.	test
CnT3ke7yiIY-00:01:50.066-00:01:50.500	CnT3ke7yiIY	00:01:50.066	00:01:50.500	Competitor.	competitor	Competitor.	test
CnT3ke7yiIY-00:02:10.133-00:02:16.366	CnT3ke7yiIY	00:02:10.133	00:02:16.366	I hope you feel inspired and convinced to join NAD YAP this summer.	i hope you feel inspired and convinced to join nad yap this summer	I hope IX feel inspired maybe that will convince IX to true-biz sign-up for-for this summer NADYAP_fs. 	test
hvSB-C04cc4-00:03:05.100-00:03:13.533	hvSB-C04cc4	00:03:05.100	00:03:13.533	Then I will copy/paste individual lines from the transcript to the caption creator.	then i will copy paste individual lines from the transcript to the caption creator	Then_fs I use that cl:claw-paper English I (2h)line+ I extract+  copy paste in the caption. 	test
6vmtT8VJus8-00:00:57.400-00:01:01.700	6vmtT8VJus8	00:00:57.400	00:01:01.700	After I graduated, I went to Gallaudet University and double majored in Biology and Chemistry.	after i graduated i went to gallaudet university and double majored in biology and chemistry	Graduate go Gallaudet University double major  biology chemistry. 	test
qrR_VwMIsnU-00:00:23.333-00:00:33.000	qrR_VwMIsnU	00:00:23.333	00:00:33.000	If you are passionate about NAD and have good leadership skills I encourage you to apply for available a position.	if you are passionate about nad and have good leadership skills i encourage you to apply for available a position	If IX passion NAD_fs with good leadership skill encourage please apply for position.	test
nX9QyndZpuc-00:03:12.733-00:03:17.533	nX9QyndZpuc	00:03:12.733	00:03:17.533	There were different workshops, which you saw from the previous footage.	there were different workshops which you saw from the previous footage	Different speeches workshop hmm IX see some film footage_fs recent go-through.	test
nX9QyndZpuc-00:03:29.133-00:03:32.500	nX9QyndZpuc	00:03:29.133	00:03:32.500	In 4 years it will be held in in Paris, France!	in 4 years it will be held in in paris france	Next cl:4-years-from-now Paris France.	test
8j5uolV235U-00:00:31.033-00:00:45.566	8j5uolV235U	00:00:31.033	00:00:45.566	We were just be told, and are honored, that the WFD Board selected us for the WFD Award.	we were just be told and are honored that the wfd board selected us for the wfd award	IX just_fs inform-me that I 2-us hand-on-heart WFD_fs IX board choose-me 2-us for award WFD_fs award_fs/ 	test
k7kOtz1kPk8-00:01:26.066-00:01:33.766	k7kOtz1kPk8	00:01:26.066	00:01:33.766	Contact us via Facebook, NADYS, or email us at NADYST@nad.org.	contact us via facebook nadys or email us at nadyst@nad.org	IX look where NADYS_fs can find us on FB_fs page and also want email email us NADYST@NAD.org. 	test
KedR6RWF4Dc-00:00:38.166-00:00:44.166	KedR6RWF4Dc	00:00:38.166	00:00:44.166	And Kansas, they are the first state in the region to pass the LEAD-K!	and kansas they are the first state in the region to pass the lead k	And KAN_fs IX regional all-over IX first state_fs pass LEAD-K.	test
wO-FMbD4MW8-00:02:22.000-00:02:29.166	wO-FMbD4MW8	00:02:22.000	00:02:29.166	We need to look with an anti-racism lens to ensure the policies include and are equitable to everyone, especially BIPOC.	we need to look with an anti racism lens to ensure the policies include and are equitable to everyone especially bipoc	Now swap-lens IX antiracism_fs len_fs (2h)look make sure that include (2h)all_fs people especial ly_fs BIPOC_fs. 	test
VvpFqAynbOc-00:01:04.200-00:01:06.066	VvpFqAynbOc	00:01:04.200	00:01:06.066	As soon as they get in, it’s go time.	as soon as they get in it ’s go time	Look-at get-in busy (alt)go+	test
Nw07MwFkT2k-00:01:18.666-00:01:24.700	Nw07MwFkT2k	00:01:18.666	00:01:24.700	Nevertheless, they need a place to go to in order to receive support from the Community just like bees.	nevertheless they need a place to go to in order to receive support from the community just like bees	Not have but need (2h)a_fs place to go to get support to community that think proportionate-to with bees_fs.	test
sITlRZ-tnqw-00:00:34.233-00:00:39.300	sITlRZ-tnqw	00:00:34.233	00:00:39.300	We are closer because of YAP.	we are closer because of yap	Closer, closer, how YAP_fs (2h)hand-out.	test
Nmmi7qu_a2A-00:00:56.166-00:01:05.266	Nmmi7qu_a2A	00:00:56.166	00:01:05.266	Hearing interpreters who have full access to English only use ASL up to a certain level.	hearing interpreters who have full access to english only use asl up to a certain level	Hey hearing interpreter IX full English have cl:pendulum-swing ASL_fs have full ASL_fs spectrum have? no.	test
Nmmi7qu_a2A-00:03:47.233-00:03:55.666	Nmmi7qu_a2A	00:03:47.233	00:03:55.666	I’ve taken different workshops, including medical, legal, and DeafBlind training.	i ’ve taken different workshops including medical legal and deafblind training	In-the-past I finish (alt)take++ different++ workshop+, different medical workshop, law workshop, deafblind workshop, I different. (alt)accept+.	test
1woNMYcqmd4-00:00:35.666-00:00:47.366	1woNMYcqmd4	00:00:35.666	00:00:47.366	The white supremacists were sharing messages full of hate, oppression, racism, bigotry, elitism, and violence.	the white supremacists were sharing messages full of hate oppression racism bigotry elitism and violence	Why area white supic_fs their comment full of_fs hate, oppress, racism_fs, bigotry_fs (2h)look-down mean.	test
6ozfmRow9e0-00:00:04.300-00:00:09.133	6ozfmRow9e0	00:00:04.300	00:00:09.133	The ADA requires that relay calls are treated the same as voice calls.	the ada requires that relay calls are treated the same as voice calls	ADA_fs require VRS_fs call hearing call must equal.	test
FrxDzpLQj0M-00:00:07.100-00:00:08.233	FrxDzpLQj0M	00:00:07.100	00:00:08.233	It's coming!	it 's coming	Near, yes.	test
sFSKINpFQKU-00:00:21.066-00:00:33.666	sFSKINpFQKU	00:00:21.066	00:00:33.666	NAD is pleased to announce that the 2012 College Bowl competition will expand to include any new colleges and universities with deaf participants.	nad is pleased to announce that the 2012 college bowl competition will expand to include any new colleges and universities with deaf participants	NAD_fs excited announce that 2012 conference IX will have expand any college, university that have deaf group can participate college bowl_fs.	test
sFSKINpFQKU-00:02:02.366-00:02:05.500	sFSKINpFQKU	00:02:02.366	00:02:05.500	Each college/university is eligible to send one team.	each college university is eligible to send one team	Each college university permit only 1 team.	test
sFSKINpFQKU-00:02:34.766-00:02:37.400	sFSKINpFQKU	00:02:34.766	00:02:37.400	For further information, please contact the NAD.	for further information please contact the nad	For more information, contact NAD_fs.	test
2O6QUmPT0gM-00:01:15.200-00:01:31.600	2O6QUmPT0gM	00:01:15.200	00:01:31.600	The U.S. Congress intended to make telephone communication services accessible to our community, using the very best technologies available.	the u.s. congress intended to make telephone communication services accessible to our community using the very best technologies available	US_fs Congress they intended make telephone communication service available access to our community how? IX use our best technology capability progress.	test
2O6QUmPT0gM-00:03:11.066-00:03:39.066	2O6QUmPT0gM	00:03:11.066	00:03:39.066	The deaf and hard of hearing community continues to struggle to achieve this goal because our equipment is often stuck at one location or the connection is not strong enough to carry our call.	the deaf and hard of hearing community continues to struggle to achieve this goal because our equipment is often stuck at one location or the connection is not strong enough to carry our call	Telephone IX deaf we hard of hearing community still struggle on achieve that  goal specific because our equipment often set on computer webcam_fs or_fs TV_fs cl:TV or_fs that IX connection connection_fs+IX not strong enough to transmit or_fs to signal strong to videophone our phone.	test
QY0paRttZZ0-00:00:30.100-00:00:33.533	QY0paRttZZ0	00:00:30.100	00:00:33.533	She made the first American flag.	she made the first american flag	Itself woman first US_fs flag sew.	test
fZ3tPElWpmQ-00:00:08.166-00:00:08.766	fZ3tPElWpmQ	00:00:08.166	00:00:08.766	YES!	yes	(2h)Yes_fs!	test
1PA2gObn1tg-00:00:45.566-00:00:47.700	1PA2gObn1tg	00:00:45.566	00:00:47.700	This means they must provide ASL interpreters.	this means they must provide asl interpreters	Mean must provide ASL_fs interpreter.	test
WkXR6ZnWnoU-00:00:05.166-00:00:12.666	WkXR6ZnWnoU	00:00:05.166	00:00:12.666	It's important for deaf youth and others to meet deaf people who work in various careers, and remember 'if a deaf person can, I can!'	it 's important for deaf youth and others to meet deaf people who work in various careers and remember if a deaf person can i can	Important what youth and other people see IX they work field++ wow deaf can I can (2h)same.	test
ICBGc3FXFyQ-00:06:31.066-00:06:41.266	ICBGc3FXFyQ	00:06:31.066	00:06:41.266	The video provided political, legal, and funding strategies to protect schools for the deaf and keep them open.	the video provided political legal and funding strategies to protect schools for the deaf and keep them open	I send video_fs figure explain what strategy good politic law finance to figure push make sure deaf school keep protect. 	test
ICBGc3FXFyQ-00:09:10.333-00:09:21.733	ICBGc3FXFyQ	00:09:10.333	00:09:21.733	We cannot do it by ourselves.	we can not do it by ourselves	Can continue do-action alone NAD_fs can't must (2h)IX-all community deaf community hard-of-hearing community come-together who support ASL_fs come-together work partner.	test
RNk46VzamZI-00:03:21.166-00:03:31.166	RNk46VzamZI	00:03:21.166	00:03:31.166	We can work together providing the best service and ensure that all deaf people get the services they deserve.	we can work together providing the best service and ensure that all deaf people get the services they deserve	How? best way to setup write who involve, we happy (2h)all_fs work together to develop make sure all_fs deaf customer service perfect.	test
ujmwovcroJY-00:00:32.366-00:00:37.733	ujmwovcroJY	00:00:32.366	00:00:37.733	They are not authentic, they are not aware of Deaf Culture, and cannot express themselves in sign language.	they are not authentic they are not aware of deaf culture and can not express themselves in sign language	IX authentic not, IX know deaf culture not,  IX sign not.	test
cCa-TMqxTOg-00:00:17.566-00:00:23.300	cCa-TMqxTOg	00:00:17.566	00:00:23.300	Reach out to them on FaceTime or write them a letter to keep them busy.	reach out to them on facetime or write them a letter to keep them busy	You go-ahead contact FT_fs, write letter to them keep them busy go-ahead do that.	test
O2uBRm6D_KI-00:02:39.700-00:02:46.366	O2uBRm6D_KI	00:02:39.700	00:02:46.366	The Board is taking this into serious consideration. We are looking into other interpreting issues as well.	the board is taking this into serious consideration we are looking into other interpreting issues as well	Hey I they board real take serious consider. Also approach different issue interpreter since.	test
lNt7xIP1mc4-00:00:14.066-00:00:22.566	lNt7xIP1mc4	00:00:14.066	00:00:22.566	Where else will the Deaf be able to access news and information in ASL?	where else will the deaf be able to access news and information in asl	Where deaf its access NEWS_fs information in ASL_fs sign where?	test
8y3qgSwNDEg-00:00:57.633-00:01:01.366	8y3qgSwNDEg	00:00:57.633	00:01:01.366	Eventually, they reached out to NAD.	eventually they reached out to nad	IX oh-I-see do-do IX contact-me NAD_fs.	test
07BevXg9ISg-00:01:50.666-00:01:51.633	07BevXg9ISg	00:01:50.666	00:01:51.633	See you there!	see you there	See IX there.	test
vCGQ34CO5bs-00:04:17.466-00:04:21.233	vCGQ34CO5bs	00:04:17.466	00:04:21.233	We are thrilled to inspire young children.	we are thrilled to inspire young children	We thrilled to inspire young children. 	test
aCBtEC6ckWU-00:00:03.433-00:00:05.233	aCBtEC6ckWU	00:00:03.433	00:00:05.233	#GivingTuesday! 	givingtuesday	#Giving Tuesday!	test
aCBtEC6ckWU-00:00:37.500-00:00:40.266	aCBtEC6ckWU	00:00:37.500	00:00:40.266	Jr. NAD and Youth Ambassador Program.	jr. nad and youth ambassador program	JR_fs NAD_fs next-over YAP_fs.	test
hOj4HdPqnaI-00:00:14.400-00:00:18.066	hOj4HdPqnaI	00:00:14.400	00:00:18.066	To access information, it requires communication.	to access information it requires communication	Without communication IX need information how? through communication.	test
s94iueF9e0w-00:01:47.700-00:01:48.666	s94iueF9e0w	00:01:47.700	00:01:48.666	And third ...	and third ...	cl:3-of-3 third.	test
tDEWkD8lxlo-00:03:00.300-00:03:01.566	tDEWkD8lxlo	00:03:00.300	00:03:01.566	We are not done yet.	we are not done yet	We finish no.	test
rK2cB6Trk68-00:00:13.466-00:00:18.166	rK2cB6Trk68	00:00:13.466	00:00:18.166	I don't know how to use Excel or manage email, it was tough.	i do n't know how to use excel or manage email it was tough	I don't know how do_fs excel_fs I don't know how operate email_fs I ugh. 	test
rK2cB6Trk68-00:00:21.000-00:00:26.266	rK2cB6Trk68	00:00:21.000	00:00:26.266	Eventually, I started working there and I’m really grateful for that experience and that opportunity.	eventually i started working there and i ’m really grateful for that experience and that opportunity	That work I hmm go-ahead start working specific and really grateful for that experience also opportunity.	test
nsjNUhF_s94-00:00:14.166-00:00:20.200	nsjNUhF_s94	00:00:14.166	00:00:20.200	Alzheimer’s disease is the sixth leading cause of death in the America.	alzheimer ’s disease is the sixth leading cause of death in the america	Az_fs disease s_fs the_fs six th_fs leading cause of_fs death in America.	test
r2AKKaGvFi8-00:00:19.700-00:00:27.400	r2AKKaGvFi8	00:00:19.700	00:00:27.400	I met many deaf people who wouldn’t help me because I was a European immigrant.	i met many deaf people who would n’t help me because i was a european immigrant	Some deaf European push-aside I feel I not know I learn deaf IX European pat-shoulder leave+me alone.	test
vvKNQ16zXLA-00:00:20.033-00:00:27.666	vvKNQ16zXLA	00:00:20.033	00:00:27.666	The NAD was founded and has been fighting for 137 years to obtain better education for deaf and hard of hearing children.	the nad was founded and has been fighting for 137 years to obtain better education for deaf and hard of hearing children	That NAD_fs founded and going-forward fight+ for 137 years and still working why we satisfied deaf education no	test
vvKNQ16zXLA-00:03:38.300-00:03:45.766	vvKNQ16zXLA	00:03:38.300	00:03:45.766	The NAD is already working with different organizations to inform legislators, on a federal and state level.	the nad is already working with different organizations to inform legislators on a federal and state level	ND_fs finish work different organizations interact partner (alt)nudge+ different legislative federal state level (alt)IX up-down+ (2h)areas  	test
cQ8Dl52X1u0-00:03:52.733-00:04:04.033	cQ8Dl52X1u0	00:03:52.733	00:04:04.033	I was lucky enough to have a foundation on employment law and was already a good communicator with good people skills.	i was lucky enough to have a foundation on employment law and was already a good communicator with good people skills	I lucky finish have foundation general policy understand labor law_fs to understand people interact communication good communication skill and good people skill.	test
4yQ5fvm_5IU-00:00:06.166-00:00:06.600	4yQ5fvm_5IU	00:00:06.166	00:00:06.600	Hello!	hello	(2h)hi.	test
5O0H-uqiBVA-00:00:32.100-00:00:37.066	5O0H-uqiBVA	00:00:32.100	00:00:37.066	While you work for a month, you will be experiencing major personal growth alongside them.	while you work for a month you will be experiencing major personal growth alongside them	Come work one-month IX offer also yourself grown hands-out grow.	test
7N4u-cbaMQ0-00:01:04.333-00:01:05.166	7N4u-cbaMQ0	00:01:04.333	00:01:05.166	That does not make sense.	that does not make sense	Conflict.	test
6nijXFM2g0k-00:01:12.466-00:01:18.300	6nijXFM2g0k	00:01:12.466	00:01:18.300	If there is a video that you know is not captioned, you can reach out to DCMP to request captioning for the video.	if there is a video that you know is not captioned you can reach out to dcmp to request captioning for the video	IX video vlog none caption can contact DCMP_fs nudge I need caption add video.	test
H4pXPWVvfZ0-00:00:31.700-00:00:34.766	H4pXPWVvfZ0	00:00:31.700	00:00:34.766	We made some changes to the rounds.	we made some changes to the rounds	cl:5-list rounds_fs that cl:5-list no IX some change.	test
J7X7nNgkBuU-00:00:20.200-00:00:25.033	J7X7nNgkBuU	00:00:20.200	00:00:25.033	I picked out a question that best fits this month's theme.	i picked out a question that best fits this month 's theme	Now honor that month what? one question-me pick one match. 	test
mgEXz0K9O6U-00:00:19.333-00:00:31.100	mgEXz0K9O6U	00:00:19.333	00:00:31.100	We were able to get together and discuss the top five priorities which are: Preservation and Advocacy for Relay Services, Memory, Education, FEMA and Youth.	we were able to get together and discuss the top five priorities which are preservation and advocacy for relay services memory education fema and youth	Me do-do group-together discuss top 5 high-priority cl:1-of-5 Precious and Advocacy for Relay Service, cl:2-of-2 memorize, cl:3-of-3 education, cl:4-of-4 FEMA_fs, cl:1-of-5 youth cl:5-list 5.	test
GfWZfUxFmhE-00:01:49.566-00:01:58.266	GfWZfUxFmhE	00:01:49.566	00:01:58.266	Each board member has been attending various conferences and events in our community, throughout the month, at all levels: local, state, or national.	each board member has been attending various conferences and events in our community throughout the month at all levels local state or national	Also busy month for NAD_fs board we attend+ different community, local, state, national.	test
N29DdjIj5rw-00:00:11.400-00:00:19.200	N29DdjIj5rw	00:00:11.400	00:00:19.200	It keeps things fresh for me, I mean -- I get bored easily, that’s why I love conference planning because of the many things that come up.	it keeps things fresh for me i mean -- i get bored easily that ’s why i love conference planning because of the many things that come up	Keep everything fresh_fs alive, I kind-of get bored easy so_fs that why I love conference plan because something different++.	test
t9lQq2SL7bo-00:00:13.533-00:00:14.466	t9lQq2SL7bo	00:00:13.533	00:00:14.466	Hello.	hello	Hello.	test
t9lQq2SL7bo-00:01:05.133-00:01:11.166	t9lQq2SL7bo	00:01:05.133	00:01:11.166	Deaf children cannot watch streamed content with their hearing family.	deaf children can not watch streamed content with their hearing family	Children Deaf parent want get stream IX children not involve in family (2h)4-watch stuck.  	test
yG_ZGSd4bVg-00:00:33.200-00:00:42.600	yG_ZGSd4bVg	00:00:33.200	00:00:42.600	At eleven years old, it was informed that there was a deaf school in Hartford.	at eleven years old it was informed that there was a deaf school in hartford	Till itself old year s_fs 11 (2h)inform have school IX in Hartford_fs hmm. 	test
yG_ZGSd4bVg-00:01:22.133-00:01:31.000	yG_ZGSd4bVg	00:01:22.133	00:01:31.000	While they were teaching, along with a few others, founded a newspaper for deaf people.	while they were teaching along with a few others founded a newspaper for deaf people	During IX there teach with few others IX set print+paper open-newspaper deaf all-around read.	test
tKxeCOzn5So-00:00:00.000-00:00:05.200	tKxeCOzn5So	00:00:00.000	00:00:05.200	The information on this page gives you different ideas on how to find a job.	the information on this page gives you different ideas on how to find a job	Information (2h)IX-here page give different (alt)idea how find job. 	test
XQzQ3F81ik8-00:00:47.133-00:00:55.466	XQzQ3F81ik8	00:00:47.133	00:00:55.466	I didn’t have a clear idea on what I wanted to do in the future, I just went along with everyone else in elementary, middle school, high school, and college.	i did n’t have a clear idea on what i wanted to do in the future i just went along with everyone else in elementary middle school high school and college	Un_fs doubt I don't know me will become in future I {shrug} I thought  progress follow into elementary middle school HS_fs college. 	test
XQzQ3F81ik8-00:02:56.100-00:03:02.566	XQzQ3F81ik8	00:02:56.100	00:03:02.566	Sometimes I communicate with my co-workers through an internal chat or e-mail, occasionally using Zoom.	sometimes i communicate with my co workers through an internal chat or e mail occasionally using zoom	Sometimes I interact with co_fs worker interact through inside chat email sometime ugh need videocall zoom_fs.	test
mq2dPNCiRoI-00:01:51.733-00:01:54.433	mq2dPNCiRoI	00:01:51.733	00:01:54.433	I am pushed off to the side, not included in things.	i am pushed off to the side not included in things	IX push-aside++ reject as_fs us.	test
mq2dPNCiRoI-00:01:55.766-00:01:57.166	mq2dPNCiRoI	00:01:55.766	00:01:57.166	It’s just not fair!	it ’s just not fair	Not fair, not fair	test
qOLlQehpQvM-00:04:17.233-00:04:59.633	qOLlQehpQvM	00:04:17.233	00:04:59.633	Inspiring Entertaining Deaf Ecosystem, Friendship, Collaborate, Team, Socialize, Motivation, Learn, Grow, Discover, Unity Jr. NAD That	inspiring entertaining deaf ecosystem friendship collaborate team socialize motivation learn grow discover unity jr. nad that	Inspiring, entertaining, deaf exchange, friend, collaborate, team, social, motivation, learn, grow, discover, put-behind-head, unity JR_fs JR_fs NAD_fs NAD_fs that that   	test
cNn_N22whAU-00:01:06.866-00:01:09.700	cNn_N22whAU	00:01:06.866	00:01:09.700	Go and learn history!	go and learn history	(2h)go enjoy learn history.	test
y0URUVcvrTg-00:01:42.000-00:01:47.733	y0URUVcvrTg	00:01:42.000	00:01:47.733	At that meeting, we’ll be discussing status updates, plans for the months leading up to the Conference!	at that meeting we ’ll be discussing status updates plans for the months leading up to the conference	Get-together meeting discuss more exciting comprehensive and plan for conference and henceforth.	test
y0URUVcvrTg-00:01:58.633-00:02:01.500	y0URUVcvrTg	00:01:58.633	00:02:01.500	There will be more information about the conference!	there will be more information about the conference	IX (2h)watch for more information about conference.	test
Thh18yKaHWc-00:00:43.600-00:00:44.733	Thh18yKaHWc	00:00:43.600	00:00:44.733	Take a look around.	take a look around	Look (2h)IX-around	test
eOjjLnOdgow-00:00:32.333-00:00:37.400	eOjjLnOdgow	00:00:32.333	00:00:37.400	"Thank those who voted ""nay"", meaning those who support our ADA rights."	thank those who voted nay meaning those who support our ada rights	Next-2nd who vote no_fs  mean IX support our ADA_fs rights, IX inform-them thank-you. 	test
eOjjLnOdgow-00:00:40.033-00:00:46.033	eOjjLnOdgow	00:00:40.033	00:00:46.033	620 didn't happen quickly.	620 did n't happen quickly	Now since happen 620 fast happen, no.	test
eOjjLnOdgow-00:03:24.566-00:03:28.233	eOjjLnOdgow	00:03:24.566	00:03:28.233	The Senate should do what?	the senate should do what	Senate_fs senate IX-palm senate do-do IX-palm. 	test
sO31dRRabiE-00:00:04.333-00:00:13.233	sO31dRRabiE	00:00:04.333	00:00:13.233	All NAD programs and services are available to all deaf and hard of hearing people and their families -- membership is not required.	all nad programs and services are available to all deaf and hard of hearing people and their families -- membership is not required	All_fs NAD_fs program service available for all_fs deaf hard-of-hearing people, their family, member required no+.	test
dSkoNrtNxwo-00:03:25.100-00:03:32.533	dSkoNrtNxwo	00:03:25.100	00:03:32.533	If your state association wants to have legislative training, please contact your regional representative.	if your state association wants to have legislative training please contact your regional representative	If your-all state agency want have legislative training please contact your region representative.	test
dSkoNrtNxwo-00:06:31.500-00:06:37.633	dSkoNrtNxwo	00:06:31.500	00:06:37.633	For those who have contacted us, we will get back to you to make sure the community is involved in the process to make strides for education!	for those who have contacted us we will get back to you to make sure the community is involved in the process to make strides for education	They who finish contact, up-till-now contact make sure they community involve make sure process for education.	test
VsPCTVFWoo4-00:00:19.366-00:00:23.000	VsPCTVFWoo4	00:00:19.366	00:00:23.000	The two have advocated for us in our lawsuit for the past year.	the two have advocated for us in our lawsuit for the past year	2-them support I sue since one+year sue.	test
VsPCTVFWoo4-00:00:56.066-00:00:56.633	VsPCTVFWoo4	00:00:56.066	00:00:56.633	There are two.	there are two	That cl:2-of-2.	test
VsPCTVFWoo4-00:02:13.000-00:02:14.200	VsPCTVFWoo4	00:02:13.000	00:02:14.200	The ADA is still followed.	the ada is still followed	Still follow ADA_fs.	test
W5JdZRkos4Q-00:04:02.700-00:04:09.733	W5JdZRkos4Q	00:04:02.700	00:04:09.733	I prefer to set up a call to have a warm up chat before we start the interview, that way I can figure out a good frame for their story.	i prefer to set up a call to have a warm up chat before we start the interview that way i can figure out a good frame for their story	Tend I like to videocall warm+up_fs chat first before go-ahead with interview that way I can figure good frame.	test
W5JdZRkos4Q-00:04:18.700-00:04:21.133	W5JdZRkos4Q	00:04:18.700	00:04:21.133	I find time to chat with them through meetings.	i find time to chat with them through meetings	I videophone chat meeting++.	test
W5JdZRkos4Q-00:04:41.300-00:04:42.533	W5JdZRkos4Q	00:04:41.300	00:04:42.533	I go ahead and do it!	i go ahead and do it	I go-ahead do_fs it_fs.	test
dLzmPt2segw-00:02:26.600-00:02:30.533	dLzmPt2segw	00:02:26.600	00:02:30.533	The more transparent you are, the smoother your interview will be.	the more transparent you are the smoother your interview will be	Think that clear always make more smooth interview.	test
op3k0tUi40k-00:01:18.100-00:01:25.600	op3k0tUi40k	00:01:18.100	00:01:25.600	I went to mainstream school with no special education services, it was very tough.	i went to mainstream school with no special education services it was very tough	I grew-up mainstream school none understand none special education service tough. 	test
sld9TKHkOtg-00:02:15.666-00:02:19.466	sld9TKHkOtg	00:02:15.666	00:02:19.466	I love the traditional Kentucky Derby roots here.	i love the traditional kentucky derby roots here	Kiss-fist know tradition horse riding KY_fs derby_fs perfect.	test
sld9TKHkOtg-00:02:24.000-00:02:24.733	sld9TKHkOtg	00:02:24.000	00:02:24.733	I love people.	i love people	I fist-kiss people.	test
HlYvjMBYyag-00:01:19.733-00:01:22.133	HlYvjMBYyag	00:01:19.733	00:01:22.133	I am working on a grant proposal.	i am working on a grant proposal	I also work grant_fs proposal.	test
HlYvjMBYyag-00:01:33.633-00:01:39.166	HlYvjMBYyag	00:01:33.633	00:01:39.166	I am thrilled to be working on this project because it fits with NAD's goals of advocating for accessibility.	i am thrilled to be working on this project because it fits with nad 's goals of advocating for accessibility	Real thrilled why think that project real relate-to NAD_fs goal access advocate.	test
HlYvjMBYyag-00:01:46.000-00:01:50.700	HlYvjMBYyag	00:01:46.000	00:01:50.700	Two different communities: hearing and Deaf.	two different communities hearing and deaf	I real different cl:split-group+,  IX hearing community, IX deaf community.	test
Bn5RrOa7AEI-00:01:44.000-00:01:50.000	Bn5RrOa7AEI	00:01:44.000	00:01:50.000	On to the second topic -- thank you for sharing your concerns about VRI.	on to the second topic -- thank you for sharing your concerns about vri	cl:2-of-3 VRI_fs want thank you-all people who since complain concern (alt)inform-me+.	test
n61fFqwK-Fw-00:00:15.366-00:00:19.300	n61fFqwK-Fw	00:00:15.366	00:00:19.300	Most states require people to go to the DMV for a drivers license.	most states require people to go to the dmv for a drivers license	Most state what? IX must go DMV_fs drive license.	test
qvN9q5kPC74-00:00:43.566-00:00:50.733	qvN9q5kPC74	00:00:43.566	00:00:50.733	There are a diverse methods of communication such as American Sign Language, cued speech, and Signing Exact English.	there are a diverse methods of communication such as american sign language cued speech and signing exact english	Diverse your-all communication preference access for example ASL_fs, cued-speech cued_fs speech, English Sign Language, any.	test
6O6O2eXf22o-00:00:12.066-00:00:13.266	6O6O2eXf22o	00:00:12.066	00:00:13.266	When it's broke, you fix it. 	when it 's broke you fix it	Broken fix cl:put-together.	test
xEZo2zgDdfE-00:02:20.400-00:02:30.033	xEZo2zgDdfE	00:02:20.400	00:02:30.033	The NAD wishes to express its many thanks to the many members and supporters who participated in the successful NAD Legislative Day.	the nad wishes to express its many thanks to the many members and supporters who participated in the successful nad legislative day	NAD_fs want to comment announce thank-you++ to them many member and support who involve with success NAD_fs outreach legal day.	test
zTt2umLBlnI-00:00:27.333-00:00:31.400	zTt2umLBlnI	00:00:27.333	00:00:31.400	Some were successful while others go back to the drawing board.	some were successful while others go back to the drawing board	Some success some darn will try again.	test
oOKppt8uwbk-00:01:25.366-00:01:34.566	oOKppt8uwbk	00:01:25.366	00:01:34.566	One example is employment discrimination under the ADA and other laws, particularly one case that involved a deaf person.	one example is employment discrimination under the ada and other laws particularly one case that involved a deaf person	One awe example what, IX focus on employment discrimination, under ADA_fs and other law, one case_fs involve deaf. 	test
